Puzzle,Solution,
8.9.5...4......59..3..68...91...7653........9..3.4...7..1..3....78.............76,intermediate,829751364167432598435968721914827653786315249253649817641273985578196432392584176,
.4832..5.1..9.5..25.24..83.2..........51......745...8.4.7...............381...475,intermediate,748326159136985742592417836213678594865194327974532681427851963659743218381269475,
..7.91.8....6..2.5.9...41....8.....16.1..78.4...5...6..12..........69....4.......,intermediate,567291483184673295293854176378426951651937824429518367912745638835169742746382519,
..3....4.1573...82......1.58.....2.....8......65..7.....2.6........51...47......8,intermediate,623185749157394682948672135834516297719823456265947813592468371386751924471239568,
........16..5.8..2....63.9...9...16..28..795..5..3.....8.9..21..6...5.........7..,intermediate,593724681614598372872163594739452168428617953156839427387946215261375849945281736,
......39..6......5.4..317...7...8.5......4...4..........7.96.18...8...7.1..54..3.,intermediate,782465391361789245549231786973628154825174963416953827257396418634812579198547632,
.5.247.....4.98..............6....2.58....643.4....8.......2.35.39.7...2.....346.,intermediate,651247398274398516893561274316854729587129643942736851768412935439675182125983467,
5.....8.668....7...1........9..5..1..2...1.6.........3..1.38..7.38..7.2...7..2..9,intermediate,572143896684295731319786452793654218825371964146829573251938647938467125467512389,
963...4.......2........85.6..92...1..8..19.42.1.4....35........4.68........3.1...,intermediate,963157428854632197172948536649283715387519642215476983531724869426895371798361254,
7....5.6...6...3.......8..2.2...6...3.5.2.6....1....5.5..619....7.......9....2..8,intermediate,713245869286971345459368172827156493395427681641893257538619724172584936964732518,
7.....26...87......6.....9.1..6423.........4..8....1..6..284..1..9..642.....1.7..,intermediate,741895263928763514563421897195642378372158649486937152657284931819376425234519786,
.17.54.9.2.36...5......2.7....7.6...........9....3.16....24..3.....9.4.5.....57..,intermediate,817354692293671854654982371941726583376518249528439167185247936762893415439165728,
....9.4.83..12...6...3...1..1....6.2...7........46......4.....37...18...6.29..8..,intermediate,521697438348125796976384215417839652863752149295461387184576923739218564652943871,
3.6...1...1.....7.492...63..8..6.....3.94..2.72...8..1..78.6........1..7...4.....,intermediate,376284159815693274492715638589162743631947825724358961147836592963521487258479316,
7...8.64.3..4.5.1..1..3..57..2..1........8.6..53............136....24.8.......2..,intermediate,795182643386475912214936857642351798971248365853769421428597136137624589569813274,
.....95...9.23...1.......84.8.6......16.82..35..3..2....1928.5.....65.........8.9,intermediate,164879532895234671327156984283697415416582793579341268741928356938465127652713849,
5......8....9..15.3..........2..83.7...716..9...3.28...518....6..3......8.96..7..,intermediate,594271683287963154316485972162598347438716529975342861751829436643157298829634715,
..8...63.4.7....98.1.6...4.9..7.8..3...392..6..........2...67...39.........1.7...,intermediate,298475631467213598315689247952768413174392856683541972521936784739824165846157329,
...4.......6.5...9......6174..5..1.3.9.71.5.......3....5.....3..619...45...2..76.,intermediate,129476358736158429584329617478562193392714586615893274857641932261937845943285761,
6...14........91...98..7.6...9...6........82....4....98.6........2.8.9...71.6...5,intermediate,653814792724639158198257364219578643465193827387426519836945271542781936971362485,
...........9.1...7...9.638...735..........8....67.91.3......9..4..8...5...517..4.,intermediate,684537219239418567751926384827351496913264875546789123178645932462893751395172648,
.9782....32.9.....1.8........5487.9.2....1.7...........3..4.51..49....8....5..9..,intermediate,497825631326914857158376249615487392283691475974253168832749516549162783761538924,
......8921....36...65.............8......516......1..59..2...373.2.......8..7....,intermediate,743156892129783654865492371514637289297845163638921745956218437372564918481379526,
8.....9..5....9....6......495..8....38..465....6.2........3578..3..726.5.......2.,intermediate,821364957543719268769258134952187346387946512416523879294635781138472695675891423,
.1.93.72...75.2...3.8....54....9.8.3.....7.4..91.....5..3..5...7...2....182......,intermediate,514938726967542381328716954275694813836157249491283675643875192759321468182469537,
36..7...5....86..4......2...42.....9......7...8..45..........5665.8..9...73..2.8.,intermediate,364271895297586134815493267742368519536129748189745623428917356651834972973652481,
5.2...93.93.........7.....82.5...........4..5.93...4..8..1.57.....3...92..9.78...,intermediate,582417936936852174417639258245783619178964325693521487824195763751346892369278541,
8.6.94.2..17.......9....1.......347.....1..36....82....43..6...7.9......68..37...,intermediate,836194725417325689295678143921563478578419236364782951143256897759841362682937514,
..89......5.63..78.3..........1....7...8.5..464.........9.81...4..7...5..1..9..4.,intermediate,268957413951634278734218695895142367173865924642379581529481736486723159317596842,
..8.6.........895.7..3....4..3681........9.1...7...84.....1.4.3.8..36..1.....5...,intermediate,258964137436178952719352684543681729862749315197523846625817493984236571371495268,
...............5..9.4........62....87..8.6.5.3.2.4.7.9..3.79.2..9.6.54..6..3....7,intermediate,531468972278913546964752831456297318719836254382541769843179625197625483625384197,
8.6......7...528....3.....9..86..17..5...9.3.1.75..6......3.......1........9.8.51,intermediate,826391547719452863543876219498623175652719438137584692961235784385147926274968351,
3.6.......7.5.....4....2...7...164.81....457....2.5............2.8..1.....16..823,intermediate,316748259872569314459132786725316498163984572984275631697823145238451967541697823,
.2..4............8......2.673.21....512.8...34..7.......6....5..4.....72...673..1,intermediate,621948537357162948984357216739215864512486793468739125176824359843591672295673481,
6..3.8.79...5......1.............85..86..74..4...9..311......8.96.........5..9..7,intermediate,624318579879562314513974628791243856386157492452896731147625983968731245235489167,
.4.76....5...49.....1..8....7.8....4.15..4......9.713....6.......6..54.9.3...1.7.,intermediate,248763591563149782791528346379816254815234967624957138457692813186375429932481675,
7...8..52..4.....1.53...4.......5.1.4.8..1..7..1.23.8.....6.8...8.....6..3......5,intermediate,716489352894532671253176498379845216428691537561723984145367829987254163632918745,
........3......48....3.91.6....3.....93.1.....6.9.25.8.54.2..69..8..6.2......58.4,intermediate,815467293639251487247389156582634971793518642461972538154823769978146325326795814,
...3..7.....7.48.2..2.8...959.8....72.8.5.4........3......4...63.....2...8.......,intermediate,869312745153794862742586139594831627238657491671429358927143586315968274486275913,
6....9.43...8...51...1..8.....4...8.9.....5.....7.34.6.3...7......9.8...751..4.9.,intermediate,618579243392846751547132869173465982964281537285793416839657124426918375751324698,
......5..5....2193.......8..9.8.536...2..385.........71.3.5....26.31.9......27...,intermediate,326981574584762193719534286491875362672143859835296417143659728267318945958427631,
.91..8.5....5..83..8...7..9......2.....45.......23.9479...8...........2.45.......,intermediate,391648752764592831582317469643879215279451683815236947926185374137964528458723196,
2...79.6.9......2..4..2....834.......9.6.......7.......2.45.69..6.7......8...65.3,intermediate,215379864978164325346528719834917256192635487657842931723451698569783142481296573,
..3.1....1........5.9..6.8...6..7...9.....5..35....892..87..96......9.517........,intermediate,873215649164978235529346187286597314941823576357164892418752963632489751795631428,
35.8....68..46.3...47..5...2..7..4..514...8.3.....1..2....3...1...2.6.8..........,intermediate,359812746821467359647395128296783415514629873783541692472938561135276984968154237,
..........6......5.9.7...6....61..72..9.3..1..1...745..5.1...2.47...9.....3.2....,intermediate,241365789367981245895742361534618972729534618618297453956173824472859136183426597,
.........7632.5....52..37.43...2.9...1..594.6.4.7....5521.6..9..74......9........,intermediate,498176523763245819152893764385624971217359486649718235521467398874931652936582147,
...9762.1..71.....69.2..........9.1..8.3..95.2....763...5768.........3..8........,intermediate,358976241427135896691284573543629718786341952219857634135768429964512387872493165,
..64..1.72...13..45....8..3342.87..............1..2..........6..28.61....573.....,intermediate,836495127279613854514278693342987516785136249961542378193854762428761935657329481,
....86....851...39..25....1.5...19..9.4....23....4.....6...4......39.56.....1...8,intermediate,193486275485127639672539841356271984914865723728943156869754312241398567537612498,
2..9.14.6..9...852....7....54..............159.8..6...7..2...........968..64..7..,intermediate,235981476179634852864572193543127689627849315918356247791268534452713968386495721,
........7..46...9..71.9.5..8...74..9...1......675.....598.....44.......5.13...9.8,intermediate,659341827284657391371892546835274619942168753167539482598716234426983175713425968,
5..37........6..1......9..4.17.....24.9..23.72.6..5.9.7..1.3......95......1....2.,intermediate,548371269973264518162589734317498652459612387286735491795123846824956173631847925,
..5.38..2.6.5........29........5.9.....8..5.....6.2.3721.36.7.53.....2...9.....6.,intermediate,945138672162547389783296154627453918431879526859612437218364795376985241594721863,
.35........67........9..3..9....2...31....6.....41..2..2...695..5......24..5...7.,intermediate,835261794196734285274958361948672513312895647567413829721346958659187432483529176,
..5...7.2.7..........3..56..9.16.........92..2..7.413...2.....491.....7..3.95....,intermediate,345618792671295483829347561493162857187539246256784139562873914918426375734951628,
6.59....1..........197.5..22.....7...3....6.........495.34...7.9.76....5......2..,intermediate,675924381482361597319785462291846753734159628856273149523418976947632815168597234,
.3452..1.9...3.....8...63.4............38.6.1......8598....4.2..5..9.....4..5...8,intermediate,734528916916437285285916374198645732527389641463271859879164523351892467642753198,
......6...61.8.943..4....28..2..8...4......816.9...7......13897.4.........8..6.12,intermediate,823194675561782943974635128712348569435967281689251734256413897147829356398576412,
8...2.....7.8.9...4.93.......8..2.9..27.1....5..9..1....25.84.3..4......35...1...,intermediate,835124976271869345469357812618732594927415638543986127192578463784693251356241789,
.........7.2..6.9....127...4.9........1.5...8.2.4......9.681..4.....42..68......5,intermediate,813945627742836591956127843469718352371259468528463179295681734137594286684372915,
...19.6.7....4..2......6......25.16.........4.94.6.57..8.....91....7.....2.6.8...,intermediate,348192657615347928279586413837254169562719834194863572786425391453971286921638745,
.5..89..77.4..28......47.52.98......2..6...4.5.6.......35.....4......7.36......8.,intermediate,352189467714562839869347152198425376273618945546793218935871624481256793627934581,
....2.45........87..5.....63............7..93.8.64.27..34.9....8..5..9...2...7.4.,intermediate,718326459263459187495718326357982614642175893189643275534291768871564932926837541,
.2..3.....517.6......2..853..6..25.9.......72.........1...6.........96.52....53.1,intermediate,829534716351786924647291853716842539984653172532917468195368247473129685268475391,
25..7....9..3..86....9.6...7...6.1.2..2..758...........2.513....1..2...93..6.9...,intermediate,256178934941352867837946215793865142162497583584231796429513678618724359375689421,
4..9..1........72.73...2..41..7..5.3......27.3.......1...1.5948....3.....9.24....,intermediate,482967135615483729739512864126794583948351276357628491263175948574839612891246357,
23.5.79.8.4.3........69............2...9...4.386..2..7....3..84......7..7.......6,intermediate,231547968649328175857691423914875632572963841386412597165739284423186759798254316,
.4......2.53......2.....7..927...4...65.9.2.........8.6...73....8.94..3...4.268..,intermediate,148769352753482169296315748927638415865194273431257986619873524582941637374526891,
9.........8..2...66.....425.95...........7....28..437......3.5..3..7.26....4.9..3,intermediate,972546138584321796613798425795832641346917582128654379461283957839175264257469813,
......7..1..2...3.3...14........1.8.2..9...46..98......73.2.........64.2.8.1.....,intermediate,845693721197258634326714895734561289218937546569842317673429158951386472482175963,
.......645.7.....2.......7..356...9.7.4.1....2..43...64..5...23.....27...2....6.9,intermediate,812753964597146382643289175135628497764915238289437516476591823958362741321874659,
.8.29...3.6..71.2.3.7.8......8...14.....4..79..4..72........4...9.....6.......392,intermediate,481296753569371824327584916678932145213845679954167238735629481892413567146758392,
.....76...51.9..3....82..........952.7..............179....5..616..7.2.......6.73,intermediate,489357621251694738736821549618743952572189364394562817947235186163478295825916473,
672.31.851...86....382......8..7..1........3.........4...5..36...5.4..71....13...,intermediate,672431985154986723938257146589374612241869537763125894417592368395648271826713459,
8...27...4.39......7...6..5..2....46.4..6238.6......52........7...3.4.6........2.,intermediate,859127634463985271271436895532891746147562389698743152386259417725314968914678523,
..6..978.9...6.2..2..74.......9......48..7.3.......85....8..5726.........3......6,intermediate,516329784974568213283741965765983421148257639329614857491836572657192348832475196,
.9.81.4...7..94...8...27...3....2.61.......4.........24.....7..9.6.41.3.78.36.2..,intermediate,695813427172594683834627159347952861269178345518436972453289716926741538781365294,
..9.....1..4..6..9.572.4..8.61.7.924................6..7.6...1...2957....4..8....,intermediate,689735241234816579157294638861573924423169857795428163978642315312957486546381792,
5..............5.2.....6..42............2.1.7.643...2..196..3.5.4....9....397...1,intermediate,571243698436798512928516734297861453385429167164357829719682345842135976653974281,
.........3.6.5.........65......8..17.6.43....8..7..2.47.....4.512..48..6..8.....2,intermediate,452397861386154729971826543534289617267431958819765234793612485125948376648573192,
5.81..6....7..............8....2..1.2..463....8..........74816....3...4.12...5.7.,intermediate,548137629937286451612954738765829314291463587483571296359748162876312945124695873,
3.91......18....697.6.........235......79..2.......5......893..5.7...9.2...3....1,intermediate,359167248218453769746928135471235896685791423923846517162589374537614982894372651,
....8143.....3..855..7..1..1..3..6..36..5......4....2.....4..51...168.47......8..,intermediate,627581439941632785538794162185329674362457918794816523876943251259168347413275896,
..6...9.39.1..3.6..2.......159....8.......4..3....61.9..59...14..2...3.5...6.....,intermediate,786154923941723568523869741159347286268591437374286159835972614692418375417635892,
......6.18......4.1...64.2...612.4......8.....2..7...5..5.47.6.........9.12.58...,intermediate,247835691863291547159764328576129483491583276328476915985347162734612859612958734,
..6......7....82..8...7..9.......12....64.......152.84....65........94.894.7....2,intermediate,526934817739518246814276395465897123182643759397152684278465931651329478943781562,
1.3....4.5.7......26.8.3...7....68.....3.1..6...47.......532.1.........46..1.7...,intermediate,183769542597214368264853197741926835925381476836475921478532619312698754659147283,
6...2....4.91......27..5.1..............6...58.147.....4....17...67...4....8....6,intermediate,615924837489137652327685914763598421294361785851472369948256173536719248172843596,
8....2..........34.....618.6..............852..4..9..129...4...4.39.861...6.53...,intermediate,847312596961587234352496187618275943739641852524839761295164378473928615186753429,
.4.9.....967..41....25...6..2.......6...1...881......5.....78......8..92.9.1..4..,intermediate,543961287967824153182573964725648319639215748814739625256497831471386592398152476,
.9.7..8..2..5.9....768...494.2.6.........5...9....4.75..1.......4....7.....1...6.,intermediate,195746832284539617376821549452967183713285496968314275631472958849653721527198364,
...19....1...6...2.5...28...2.4..5....571....46...91..2.6.78.5..........8...51..6,intermediate,382197645174865932659342817721483569935716428468529173216978354597634281843251796,
5..........1...2.8.3.2.7.......56......8......163...2.95.....8..7...26..2.....37.,intermediate,582143796741695238639287541827456913395821467416379825953764182178932654264518379,
.58.........6..1.34....76.....2..7.........1...1758.34...1.5....3..2.54.....4..2.,intermediate,658312479792684153413597682945231768387469215261758934824175396139826547576943821,
....6.7.4..3.95..87...4...3..7....8.6...7...9...8..64..2.984.....5....9.....3...6,intermediate,589163724243795168761248953497326581658471239312859647126984375835617492974532816,
2...15........6.1..9872.....15......9.3....81...6.....53.....9..7...3..8......26.,intermediate,246315879357986412198724356715839624963542781824671935532468197671293548489157263,
9...12...2.87....5.1..59..3.......9.....8..7.18.........5.9.3.1.3..2.6.9....3.82.,intermediate,953812764248763915716459283572346198364981572189275436825697341437128659691534827,
....23..15....8..2.3....89..7....1.42.4...7....9..75....5......9...4..8...3...4.7,intermediate,798523641541698372632714895876259134254831769319467528485372916967145283123986457,
687.......4......51.5...27.7.6...594........7...5...1...1.6..5..7.98...2..9.4...8,intermediate,687259341342671985195834276716328594953416827428597613831762459574983162269145738,
.16......8......7..74...618.....8.9..25...8.....1.24..94....56..8.9....16..2.....,intermediate,316784925859621374274359618463578192125496837798132456942817563587963241631245789,
4..6....3.....3..2...4..68....5...91.9...63.5...32....6.49...38.2...5.....3...9..,intermediate,485692713169783542372451689236578491798146325541329876654917238927835164813264957,
7..2...6.84...7.......85..49.2.......1.....89.5...6.2..94......1.......55.8...197,intermediate,731249568845637912629185374982714653416352789357896421294571836173968245568423197,
.9....41...7......2....8.9...3..........7.6836.9....24...68.....314.....8.672....,intermediate,398567412147392856265148397483216579512974683679835124924681735731459268856723941,
2...8.19...............72...73.196.2..2.5.3...............3...61.59.....638.217..,intermediate,254683197317295468896147235473819652962754381581362974729438516145976823638521749,
9.2..........1..5....98...4.38..........4.1.....3...28..7..4....8..5.7.14....259.,intermediate,912465387874213956356987214138526479629748135745391628597134862283659741461872593,
3.7.9..248.4........1..3...74.5..9........3.....1.9.5.......1.22.3..7..9.........,intermediate,367891524894256713521473896742538961915762348638149257476985132253617489189324675,
...3......6.2.8..7.7..6..4..8.......1..92.....427.1...83....712.2...6.347.....6..,intermediate,915347826463218597278569143389654271157923468642781359836495712521876934794132685,
.187....33....912.....6..78....5...7853.1...2..9......57....6.1...........1.7...9,intermediate,618742593347589126295361478124958367853617942769234815572493681986125734431876259,
.6341.......7...64..8.....3....73.2......5471...2..6.5..48..5..........2.7..6....,intermediate,263419857519738264748526193451673928632985471987241635324897516196354782875162349,
9.2..4....54..2...36.9.....52.3.7.41.7...9....4............13.......65..1..74....,intermediate,912874653754632189368915427529367841871459236643128795296581374437296518185743962,
..9.6....7...3.1..61...7..935.47.....86.....54......3...89.......1.58..7.3.......,intermediate,849162753725839164613547829352471698186293475497685231578924316261358947934716582,
6..1...8...8.2...6..54..9...4....1.5.5......818..9.4......63.2..2...9.......4....,intermediate,692135784418927356735486912249378165357614298186592437974863521821759643563241879,
...6....7..5...8.4.9.3.....85........67.1....1...74..9.8...9.....153....63.......,intermediate,248651937315792864796348512859263741467915283123874659584129376971536428632487195,
2...6.5.....5...4...7..9........3..1..59714......5.......4..3..9.3.127.5.2..97...,intermediate,281764539369528147457139268672843951835971426194256873716485392943612785528397614,
.8.9....75.231.....71......1.9856..28..2.......5........36.9.8..9853.2..........6,intermediate,386925417542317698971468325139856742867243159425791863213679584698534271754182936,
....8.....84.7..6.761..2.4...7...124........3..28...7..2..3.....9.46.8..6........,intermediate,239684751584173269761952348857396124946721583312845976428539617195467832673218495,
......8....9.3.5..1.........45.....83..29..1....3..7....2......91....4.5....8.93.,intermediate,473521869829436571156879243245617398387295614691348752732954186918763425564182937,
.......9..3.2.8...6.41............4.......6...69...13..154..3..2..38....9...2..85,intermediate,182764593537298461694153872358916247421837659769542138815479326276385914943621785,
9627..81............4.16...71..63.24.....9..8.2......7..1....7.28..3..4..93......,intermediate,962754813175328496834916752718563924456279138329481567641892375287135649593647281,
.3..27.5..78.61....4...5..........467....62....5....3...1..2..56.....472.....48..,intermediate,936827154578461923142395687293718546714536298865249731481972365659183472327654819,
........66.7539..1....2.39...18...6.8.9.63.5.......9...2.1..6..........9....5..82,intermediate,392781546647539821185624397451897263879263154236415978924178635568342719713956482,
.92...58..8.....2.7.......4...4.6.3.4..95...8....38.6....367......5....98....4...,intermediate,692143587584679123731825694278416935463952718159738462925367841346581279817294356,
...182............4.2.9....8..4.......7.5.2.46..8271.5...26.5....9.......8.71...9,intermediate,963182457518674923472593861825431796137956284694827135341269578759348612286715349,
.73....69..5..8.3.64..39.1...........5......7..4561.......1..7....947....9......8,intermediate,273154869915678234648239715369782451152493687784561392426815973831947526597326148,
5.7...6.........9....46.51..2....1467.......2.....29..9..5..468.4.1.........2....,intermediate,597213684461758293283469517829375146754691832136842975912537468345186729678924351,
..15.839..85.7...................8..87....562.3.........276.9..1..3.2..6...15....,intermediate,621548397985273641743916285514627839879431562236895174352764918197382456468159723,
...4..85.........3.3....629.1.23.....83....62.95..6.8..5..........54..1...13....6,intermediate,679423851128695743534187629416238975783954162295716384952861437367549218841372596,
...............218.39.7....1..2.............5852.1.7.351..27...4.753.9...........,intermediate,681452397745396218239871456173245689964783125852619743516927834427538961398164572,
..17..93.......5......8.......248....8.37.1...9..1...734.1..785.......1.1.7....43,intermediate,861754932934621578572983461715248396286379154493516827349162785658437219127895643,
..9.............28.5.....16....6...2...39.4..8.......5.2.6..5...9..4....36..51.8.,intermediate,189276354673514928452983716947165832215398467836427195728639541591842673364751289,
..8..1....27...8..4.....5.9...45......5..9..4..98.61...9...2..1...715...7..6....8,intermediate,358961427927543816416278539183457692675129384249836175594382761862715943731694258,
......4.9.......12..6..3...16......7597.1....3.....2........9..92567..3...34...5.,intermediate,731285469859746312246193875162934587597812643384567291478351926925678134613429758,
1...6......75..8..9.....3............598.36..326...9....87.1.59.....5....7..86...,intermediate,183269475267534891945178362814692537759813624326457918638741259491325786572986143,
..97......4..81.......5.24...........2.178.......295..89..4315.13....42.........3,intermediate,219734865645281379378956241983465712524178936761329584892643157136597428457812693,
..13.752.....9...6....65.8..25.......3.5......9..8..............197.83..6.2...1..,intermediate,861347529257891436943265781125679843438512697796483215384156972519728364672934158,
....87...2..5.....6....3.2.........63..8.9...5..13.8..83...569..12....8.....1....,intermediate,493287165278561934651943728189472356346859217527136849834725691712694583965318472,
79..5.....26.4...1...9..7....46....7..7...........2..4.....4.19.6.89.....82..5.6.,intermediate,798156342526347981143928756234681597657439128819572634375264819461893275982715463,
.32..9....9..6..5.5.7.238.4.....62.7..3.....9..5.........9..........8.7...9.7246.,intermediate,432859716198467352567123894941536287623781549785294631376945128254618973819372465,
53.6.........97..5..7...6.1...3.....4.31...576..7...4.3...5.4.8.9...8.......3....,intermediate,538612974164897325927543681752384169483169257619725843376251498291478536845936712,
..95.......7..32...1..94...73...2......9.7.....284....14..5.8......2.3....3...49.,intermediate,429576183567183249318294567734612958851937624692845731146359872975428316283761495,
..6..3.79.....4.3..4.6..8...2.3..5.8..5.689.74.........8........7.2...6.......3.2,intermediate,816523479759814236342679851627391548135468927498752613284136795973285164561947382,
.5.189....1.2....9...........4..3.15....7.2...9...24.8..9....5.1.73...2.2..7...3.,intermediate,452189376316247589978635142824963715561874293793512468639421857187356924245798631,
.8.9.......2.....3.1.....7..7.12..85..1..7...9..5.....3.7..2..1....1...7.9..5.4..,intermediate,783961254562478193419235876674129385251387649938546712347892561825614937196753428,
...6..5...1.3......6...8..2....2.916........8...4912..1.......3.5......9.....3624,intermediate,483672591219345867765918342534827916921536478678491235146289753352764189897153624,
3..9....1...7625..2...5...9...1.3.......7..9.861............2.....527.1...9...6.3,intermediate,356984721914762538278351469792143856435876192861295347147639285683527914529418673,
.4....3..9..1..5.....24.6..48........2.6...1.56.9.8..3.....1......4....6...8.3.94,intermediate,246589371978136542135247689481325967329674815567918423694751238813492756752863194,
6..3...5.1.86......7.1.528....5....3.938....758.....9..2....9....6...1.5.......6.,intermediate,642389751158672349379145286764591823293864517581237694425716938936428175817953462,
3.....9.89..15.2.6.........6....25.....56..4...4.81.2.23.......19..2...3..8......,intermediate,341276958987154236562893714613942587829567341754381629236419875195728463478635192,
35....2..28.51..76..7......41..5.......16.7.3..6.43..8..5.3..8.......5.2.......37,intermediate,351678294289514376647329815413857629598162743726943158975236481834791562162485937,
...1...93.....671..3..2...4....6.9.7...9...31...2.1...2....9...7.36.4....19...4.5,intermediate,672145893584396712931827654125463987467958231398271546246519378753684129819732465,
....52.37...37.2......1.6...15....8....58...3..2.....4.81....466.4......53.......,intermediate,169852437458376291723419658315264789946587123872931564281795346694123875537648912,
...6..9.4.78....5......4.7.7.6.51...8.........95.....6........5184....2.6...4...7,intermediate,512687934478193652963524871736951248841276593295438716327819465184765329659342187,
.45.3.........956...752.8.3......7...8...3...63............6..8..3....56....7.2.9,intermediate,145638927328719564967524813594861732782453691631297485259146378473982156816375249,
1...28....28......5..........6...1......76..32.3..54..35.7............4.67.1.358.,intermediate,137528964428961735569347821746239158815476293293815476352784619981652347674193582,
9..13....3..5.9.....6.........95163......4......3.6.1.......8...6..9..474.7.8.391,intermediate,974138265382569174156742983748951632613824759295376418539417826861293547427685391,
.....2.96..5.7.....7...3...6....7.......1.5....2.54.7..472..1..59..4..2...3...4..,intermediate,431582796265179384978463215654827931789316542312954678847235169596741823123698457,
..9..7..64.26.87..3..1..8....427..3....8..6..19.3................69..2...2.7..9..,intermediate,589427316412638795367195824654279138273851649198346572931562487746983251825714963,
.4...2......75.8.2....8.3.72...35.8..1324.6....86.........64.7..52........6......,intermediate,847392516931756842625481397264935781713248659598617423389164275152873964476529138,
...8....6.2..5...9...7..5..7.5..8.642..9.....68..479...6149..5....175........6...,intermediate,459831276827654139136729548795218364214963785683547912361492857948175623572386491,
...1.2......8..63..6.7..8...3.2..1.82...7....78.3.......9........2.81..951...3...,intermediate,853162947127894635964735812436259178291478563785316294649527381372681459518943726,
....823.91....42......3.41..3...9..47.8...5.29..54...1....73....2..1....3..9.....,intermediate,456182379173694285289735416531829764748361592962547831695273148827416953314958627,
.9........5.1....6......9....891.6..5.78.3.1...2.67.3......9......3...2.17...8...,intermediate,796285341253194786841736952438912675567843219912567834325479168689351427174628593,
..3...79.....89.1....32.58.318..5....6..1......5......5367.8...9.......7..75.6...,intermediate,843651792752489316691327584318275469469813275275964138536748921984132657127596843,
.7....2..695...78........3...84..6..3...6.....6...8.7.8............8.45..24.9386.,intermediate,173859246695324781482671935758432619341967528269518374836745192917286453524193867,
.3.5....2.25..6.........9..1.845..3.3....8.....9..2.4....1....9.1....58.2.6...1.4,intermediate,834591762925876413671243958168459237342718695759632841587164329413927586296385174,
.2......15.....862..8....3..5.........9...617..6.1..258..5..9..7....3....93.71..6,intermediate,927386541531749862648152739154627398289435617376918425812564973765293184493871256,
...5..6......4.28998...35..2...6..451.39....6.4..2.......4......52.....3......1..,intermediate,421589637537641289986273514298167345173954826645328971819435762752816493364792158,
............587....9..6.5...7....8.3..29...64..4.2....7..6.2.8...6893...4.9..5...,intermediate,548219376613587249297364518971456823852931764364728195735642981126893457489175632,
.41.7..3..68..1........6...5.2..7....7.3.........1..8...5...4...278..3..183....25,intermediate,241978536768531249359246817512487693876392154934615782695123478427859361183764925,
93...2....2...61..7.43..2.6.....9..4.......1.....74....8..6..47.9.4..6.......73.2,intermediate,936512478825746139714398256158239764472685913369174825283961547597423681641857392,
4..1...2......2..6...3..4.8...9......2...1.43....78.91.4.....7.9..734.6.1...6....,intermediate,495186327387542916261397458714923685829651743536478291643215879958734162172869534,
.5......2...872.......5.......9.46..7.......3...32..892..689..79.4....6.......5..,intermediate,457196832136872954892453716328914675749568123561327489215689347984735261673241598,
48..52....27.....4...1...3..15...7....8.........63.4....64.....8..7...51.5..28...,intermediate,483952617127863594569147832315284769648579123972631485296415378834796251751328946,
......64..7.1.4......58.1......3.8577...6.43.2...........6.8...6.5.4.....21..7...,intermediate,518723649376194528942586173164239857759861432283475916437618295695342781821957364,
.....13...3.4.........8.....829....3.418....66......28..9...18...6.27....14......,intermediate,468271359135469872927385641782956413541832796693714528279643185856127934314598267,
.428.3............8...9.1.4.......3....249..5..7...8.2..8...7......5.4......21...,intermediate,142863597956174283873592164425687931381249675697315842518436729239758416764921358,
15..3...6......1.7..8.5....31...6..5.......4.4.....6815...8.2.....3.7......6...13,intermediate,159734826234968157678152934312846795786519342495273681563481279941327568827695413,
7.........4.........1.7.....6.8....1.....1..48....43.5.5..2..7.38.5...6.1.6.37..8,intermediate,798145236642983517531276849463852791275391684819764325954628173387519462126437958,
..3.26....9.4.....6..58..3......5....48..316...1...459.8...26.41.......2.......8.,intermediate,713926548895431276624587931976145823548293167231678459389752614157864392462319785,
.782.....9......1....4.8...61..2....7..83...2......3...6..71......9...4......48.7,intermediate,478215963925763418136498275613529784749836152582147396864371529357982641291654837,
.361.2........5..17.5......3...9..6.1..7....25....1....9..........9...27..4.6.3..,intermediate,436172598982435671715689243327894165148756932569321784893217456651943827274568319,
........2.8..2.437..4....15.1..53...8..7.......561.7...3...4...1.2..6..37........,intermediate,573461982681925437294387615417853269869742351325619748938174526142596873756238194,
.6...5..3..........7.....4.6.7.3...5..481..7..1.9...8...54..8..84.....3.7..5..9..,intermediate,469785213123649758578321649687234195954816372312957486295473861846192537731568924,
......34...1.....5..8....67...8..6..4.37..25..7......1.8.54...6.5....7..3.21.....,intermediate,765281349941673825238459167529814673413796258876325491187542936654938712392167584,
.....4876...............5..16..3.4..57..49..84...5.9.......8.5.64.17.3.9.....6...,intermediate,235914876716583294984762513169837425573249168428651937397428651642175389851396742,
....6.9..89.7..36.....9..24.4....6......2741........3.2..6..7..6.....2.17...89...,intermediate,432165978891742365576893124147938652368527419925416837284651793659374281713289546,
...6..4.94..9.32.7.5..74.68.........865.......392....558.......6...4..9.........2,intermediate,378652419416983257952174368247531986865497123139268745581329674623745891794816532,
.5.9672..4....5.....7...8....1.8..7..4....6..26...........5.....2.7.49....96....1,intermediate,853967214492815367617342895931486572745291683268573149384159726126734958579628431,
.7.....21.8..4.9..1..32........3..74.....6...3..91......287.....1....28....4...9.,intermediate,573689421286147935149325768951238674428756319367914852692871543714593286835462197,
