Puzzle,Solution,
9...23..8.5.....6.......2..8...5....2..79.....15..6..9...5.8.76....6....3..1.2...,expert,971623548452987163683415297896254731234791685715836429129548376547369812368172954,
7....2..3.1...56.8...6...1....28.5.7....67.41...4...8...8..472....7.......4.5..36,expert,786912453912345678435678219149283567823567941567491382698134725351726894274859136,
3...984.1.4.5......6....3.9814..3......456...5.......3.253..........4.....9...1.8,expert,352698471941537682768142359814273965293456817576819243625381794187924536439765128,
..18..5.....3......7.6.5.2.1.2...6...37......95...3...8.3..7..2...2...6.7.5...1..,expert,291874536586321749374695821142589673637142985958763214863917452419258367725436198,
.....3.1.....8...........72.1.37...4.89.....5..2.5..3..3.2.5..98..9...4..4...7...,expert,254763918793182456168594372516378294389421765472659831637245189821936547945817623,
....79.13......476.............9....92..13........48.729.......4.1.3.7..83796...2,expert,682479513519382476374651928745896231928713654163524897296147385451238769837965142,
.......4.2..8....135.4..8.9...3.6.9..94....3.......218...15........64.....1.8.62.,expert,819635742246897351357421869582316497194278536763549218638152974925764183471983625,
.8.1.......73.9...1.5..8......7.3..4.....563.65.....71..4......8..6.49..93.......,expert,382146759467359218195278346218763594749815632653492871524987163871634925936521487,
...7.6....7.3..6..45..2.8...........9...6...3...83...4..2.9..7..375.29..8..67.3..,expert,318756492279348615456921837763415289984267153521839764642193578137582946895674321,
..6.2..5......9..2........9.....4.3...3...8.682....7.5.3.....2.9..7.5.6..5.4....7,expert,796128453384569172215347689569874231473251896821693745137986524942715368658432917,
.5..43....4.9.17....1.86...1..89.47...5.1...8.9...73..7......6.6......4.......1..,expert,957243816846951732321786954163892475275314698498567321712438569689175243534629187,
8....2.7.7......3..6....1.....2.7.9............38.6...4.6.....5..54.9.672...3.98.,expert,831562479742981536569374128158247693674193852923856741496728315385419267217635984,
..1........8.3..4.....6.2...5..2.6..2.3..1.58.........3...92..646....83.........2,expert,541278963628935147739164285854723691293641758176859324387492516462517839915386472,
847...96.3........69.....4....8..27.....9.......6..8...6...8.2.5..74..8.7..9..4.3,expert,847123965325469718691587342956831274178294536234675891469358127513742689782916453,
7...........4.51.218...2..3.2..6...7...5..84......35...7......5...6..31...8......,expert,752316489963485172184972653425168937317529846896743521671834295249657318538291764,
...8.37...3...5.49....9.1...8..3.9.....54.........2....92..4.1841.3...5...3..7...,expert,549813726136275849827496135285731964961548273374962581792654318418329657653187492,
9........7.3.....4...5.2.....187.9...8..2.4.1597....2.....91..28...........3.4...,expert,954738216723169854618542397241876935386925471597413628435691782869257143172384569,
6.1..4..7...6......2........179...4.....2..3.2.8.6..19.6.79.....8.1....3..9342...,expert,691234857874615392325879164517983246946521738238467519163798425482156973759342681,
.8.76...9.....8.......95.68.1..8...3...64....36......7.3.5.9....56.1..3..9......1,expert,583764129649128375127395468215987643978643512364251897431579286756812934892436751,
..64.9...2......1......7....9....3.6...3....7.......28.3.64.2...8.7...9..179.36..,expert,876419532243865719159237864794182356528396147361574928935648271682751493417923685,
.5...193....6......7....1.5..1.6...77.....6942.95....3..3.1..69...97.......3.....,expert,452781936138695472976234185341869527785123694269547813523418769614972358897356241,
.9.2....6...5..2..6..13..98..5...9..863..4....1...2.4............2...8...813...5.,expert,597248316138569274624137598245613987863974125719852643956781432372495861481326759,
6942..5.1.1....239..3....4....37.456......1..7......2.4....9....6.7..3.......279.,expert,694283571518467239273195648829371456356924187741856923437519862962748315185632794,
...947..5......62..5.12....7...5..9..........9.....871....74..64..51.....7....18.,expert,628947315147385629359126748761853492284791563935462871813274956496518237572639184,
.8.6..14.5..9..76..1...3.......4..164..53.8....9..8......3...7..4..6..5......1...,expert,987652143532914768614873925853749216421536897769128534296385471148267359375491682,
.42.....6.3.......7.8.12..91..8...........89.....34.....379.......3.6.2..7..8....,expert,542973186931658472768412539157829364324167895689534217213795648895346721476281953,
.7....46...9....27..5....1.8...9..74...1.56......8715.4.7..9.8.9...1.....68......,expert,273851469189643527645972813851296374724135698396487152417369285932518746568724931,
......9..83..1.7.5....4..1..8.9..4...9413...2..2.....1.2..5...9.....38......7....,expert,241567938836219745975348216183925467794136582652784391328451679517693824469872153,
.....2...523.849.....31...77.42.....8...5.1....24.8........3......1....947.8..31.,expert,147962538523784961968315427754231896839657142612498753291573684385146279476829315,
.....39.......65.7...5.....2.......545..9.17.3.6.7...97...3...66..4.1....3.......,expert,865723914943186527172549368297314685458692173316875249721938456689451732534267891,
29......7.5...9.8...65.4.12.........82.....5....27....6..18....5....6..9.....2..6,expert,293861547154729683786534912367415298821693754945278361639187425512346879478952136,
1...2...9.6..7.........36.....5...9......2...7591.8..23.271....9.8.35.........3.7,expert,135624879864971523297853614623547198481392756759168432342716985978435261516289347,
9...8.7..2.53.7.....7..4.....28..93....62..48..4..36..73.5..8.....4.......9......,expert,946285713285317496317964285652841937173629548894753621731592864528436179469178352,
...1..4...1...6.575...498....7......3.9.....4...4..1.3.7.......48635...1..5......,expert,792185436814236957563749812147863529329571684658492173971628345486357291235914768,
..1.......6..9..2.4...1876..54....9.2.8..9....7...2......2..48...7..4...6....7..1,expert,581726349763495128429318765154673892238159674976842513395261487817934256642587931,
.......8.318...2..5....1.7..2.65......7.823.....34.7...4......6..24..81.8.5......,expert,276534981318796245594821673423657198957182364681349752149278536732465819865913427,
1..2......5..4....7.4.....9...6....2915......36.....9..9..346....7.5..4....769.5.,expert,139278564856943271724516839478695312915327486362481795591834627687152943243769158,
...9...5..3..5.4........2.7....7.3.47....5..1..........9..3..2...7.14.6.25.6.....,expert,174923856832756419569148237615872394723495681948361572496537128387214965251689743,
..4..81.7.82.9.......67..........67....9...8.9783.......3....4.......326619......,expert,364258197782193465591674832435821679126947583978365214253786941847519326619432758,
..2.81..5..3..9..........3.....9....7.1..235.5..6.7.8.1.7...2....5.381.........9.,expert,972381645453769821816425937248593716761842359539617482187954263695238174324176598,
...9......5...2...89...3.......21..49...4..8..73.....15....8732..........2..5..98,expert,236914857157682349894573126685321974912746583473895261549168732768239415321457698,
......46......4..2.8..31..5.25.........5.....4.3.....1.3.8.......6...9.41...5....,expert,371925468569784312284631795725413689618597243493268571932846157856172934147359826,
..4..9.5.12.83.....5.2..1...1................34..2.8....2.4.3....9..3.8.7.......4,expert,874169253126835947953274168617398425298451736345627819582946371469713582731582694,
..2...9...63.7...4.....9.57...53.2...4........9.....6..513.......4.1.......6...12,expert,572143986963875124418269357187536249246791835395482761751324698624918573839657412,
6...95.23..9......32...8..4.9.2...5.7...43.9.......8..9.8..26..2....4..8.........,expert,681495723479326581325178964893217456756843192142569837918732645267954318534681279,
...3.5.9.......651......4....3..8.69....23.4...89....52..5.98..19.....24....1....,expert,641385792389274651572196483713458269965723148428961375237549816196837524854612937,
..8.7.4...9......1......786.......75.25.4....87.1.2.4..8.7..5.........1...459.62.,expert,618375492792684351453219786941836275325947168876152943289761534567423819134598627,
..7418...35..27..6.1........8...4.7.17.....2.......8.5.6....7....4....5....8.5641,expert,627418539358927416419536287986254173175683924243179865561342798894761352732895641,
.9.81...72.5.....8..6.54.2.1....9..................2817..4..1..6.....7.992.....5.,expert,493812567275963418816754923182349675567281394349675281758496132631528749924137856,
...8....9....312...9.7..65.......1.3..5.7....2.8.......5....31.78...2...3...6.7..,expert,127856439564931287893724651976285143435179826218643975652497318789312564341568792,
784........6.1...9........28..9.7.6.....42.9.....8521.6.2...4.1..9.....847.....2.,expert,784269135256813749193574682821937564365142897947685213632798451519426378478351926,
.57......18......99.4.5...1.......1..9.4.1.5....5..87.84...9...37..28.....1......,expert,657913482183274569924856731532687914798431256416592873845369127379128645261745398,
...3...6.1.....9..354.......154..6...6..5..47...6.25..629..34...4....1..........2,expert,792315864186724953354869271915437628268951347473682519629173485547298136831546792,
.3.7....196..4...7..2..9.65....71......32......7..5.4...3.1...2.1..93...4..5.....,expert,834756291965142837172839465396471528541328679287965143753614982618293754429587316,
..65...8.25.8.7...4......5....283.6.6..........37.9......3......3....7..58.6.2..9,expert,396521487251847693478936251715283964629415378843769512167394825932158746584672139,
.....2........695..875.........1.6.94.........756..24......84.....9.1.6..42....1.,expert,659172384214386957387594126823415679496827531175639248761258493538941762942763815,
6.1.....7..824.....4......89..6.12..7..8...16.3.4....9.....2....6.1...43....3....,expert,691358427358247691247916358985671234724893516136425879413762985562189743879534162,
..6.2...........934.2.83..7..83.4....7......4...81.36......2....8..36..22..4...36,expert,136729458857641293492583617568394721371265984924817365643152879785936142219478536,
..1.....4..78.61.24.8..7.3...6..8.....319.....1..328.......347....47.36..........,expert,691325784537846192428917536946758213283194657715632849169283475852479361374561928,
.57.6.3..1.2.9..6.........52.......36....982..85..7.....1....79.3.......8.6...1..,expert,957862341142593768368174295279681453613459827485237916521348679734916582896725134,
4...217.61....48........2.........9.....4.....6...81..87........498...2.3..9.7.6.,expert,498521736126734859753689241581276394937145682264398175875462913649813527312957468,
.97.........9.............4.7....3.....6.9187...8.12..62...4..8....1...343...892.,expert,297485631814963572356127894178542369542639187963871245625394718789216453431758926,
..9..4..2......354.52.7..6.361.......7.....1.9..5....7..7...4..6......31.1..4..75,expert,139654782786291354452378169361427598574869213928513647897135426645782931213946875,
8...62..42....8....3......86..8..45..2..9......93..8.7..........6...53.278....6..,expert,897162534245738916136954278673821459428597163519346827352689741961475382784213695,
7.28....9..8..1..4.5.72...61....49.8.6.....4.8..5..6........8.........15...419..2,expert,712846539638951274954723186127634958569182347843597621471265893296378415385419762,
.......2.1.....378..4...6..7..5......8.26....54....1......25..7.1.....8..3.8.64.5,expert,673918524159642378824357691796531842381264759542789163468125937915473286237896415,
79..............83......5...69.7...437...5.9...8..3.....75..4..45.6..87.8....92.5,expert,795384621642157983183926547269871354374265198518493762927518436451632879836749215,
.5.6.....36125..............8...2..34.2..9..863.4......2.3.....9.....1..813.2.6..,expert,754693821361258497298741356189562743472139568635487219527316984946875132813924675,
.........46...52..9.2.76..4.5.96..32.....2796...........6..892...86..4.7....4...5,expert,785421369463895271912376854857964132134582796629137548546718923298653417371249685,
.5........76...429....6..5.1..5....7......9.4.9.4.3......79..1....3.16.5.2.6.....,expert,953842176876135429412967853164589237537216984298473561645798312789321645321654798,
27..49..8.....59..3..2...45.3...7.........6...6....8.7..83...5.49..62..3.........,expert,275149368146835972389276145834617529517928634962453817728391456491562783653784291,
.6..519..2.......1...9...5.....7.4.86..24......5.1..9........8....89.21..2....7.4,expert,867451923259736841341982657192573468683249175475618392716324589534897216928165734,
4...8.1......7.4......93.....2...3.........8..432...97.91....7..5..4.....3...19.2,expert,475682139369175428128493756982567341617934285543218697891326574256749813734851962,
.....2.39....8..6.68.94.2..1.....4.......83.2....7........1.6..9.7.2....26....9.3,expert,714562839529183764683947251196235487475698312832471596348719625957326148261854973,
..943.1...2.7.89.3...2..8.....8..7.11.69.......4........7.....6.9.1...784........,expert,869435127521768943743291865352846791186972534974513682217389456695124378438657219,
.......1..47.2....3.8.5.....72...6..4.18..2..56........5.23...8...71..6.7..6.83..,expert,695483712147926583328157496872541639431869257569372841956234178283715964714698325,
..41.952....2..4.......5..6.....23.....4...61......2.76.95.3.1.4...2.95.37.......,expert,734169528516278439298345176167892345952437861843651297629583714481726953375914682,
9.3.4.125...53.......1...9.2..78...9...45..714......8...72....38.....7.4.......5.,expert,963847125128539647745162398256781439389456271471923586597214863832695714614378952,
....8....7..5...2..3...2.1.2..1..4...1..3.....59..8...3.8..1......2..5..92..7....,expert,192384657786519324534762819263197485817435962459628731348951276671243598925876143,
1....483.6.....4...34...51794..1..6.....95.4..5...79....1...........9..3..7.36...,expert,179524836685371492234968517942813765716295348853647921391782654468159273527436189,
.58.1....47...8.....1.4756.9...3..8.......9....59..6.7......1......8...5..9176.3.,expert,658319472472658319391247568946735281217864953835921647784593126163482795529176834,
.......878..2...4...2.7.1.3..58..31.......7.5....1..2.4.9..5....28..4...3.7.824..,expert,516493287873251946942678153695827314281346795734519628469135872128764539357982461,
18..9....2..4......97......7.3..........6.2..61.72...93...1.....7..38.91...27.3.8,expert,184697532236451987597382416723849165849165273615723849358916724472538691961274358,
..4.......78.....1.5.27.....3..2.7....7.....55..83.......5.92......8.9.....1..5.3,expert,394651872278394651156278439931425768847916325562837194613549287425783916789162543,
.4..9.8.3.9...125...2.6.1.4...15.4.9.......3.....865......2.......9.534.5..6.8...,expert,146592873398471256752863194283157469615249738479386521931724685867915342524638917,
5...3..6.7...25..3.....15..1..3..7.5..4....18......2...5..47381....8......2.5.4..,expert,529738164761425893483691527198362745234579618675814239956247381347186952812953476,
4.1..675..85......96..2...8...4....1.....2.....96.18.2.52.9....7......6..98.....7,expert,421836759385749216967125438276483591814952673539671842652397184743218965198564327,
3...7....7.85.1..9..1..8.....5.13.6..19.6......3.....5....29....8....972...8...3.,expert,394276518768541329251398746825913467419765283673482195137629854586134972942857631,
94....21......18.98......6......51.76......8...........829.....1.5.28.74....6....,expert,943876215576231849821549763234685197659713482718492356482957631165328974397164528,
8.4..1....3...4...59....6...........1...5.8..6..3...5...94...23........63..6..1..,expert,874961235236574918591823647985146372143752869627389451769418523418235796352697184,
.9.6...1....59......412.5.........41..2........39.....31.4.869.........86...5..3.,expert,597684213231597486864123579756832941982741365143965827315478692429316758678259134,
82.4..6.3..7...12.....9.74..........2.178.3......36..9....6....6....4.3..8.1.....,expert,825417693497653128136892745369541287241789356578236419914368572652974831783125964,
...12.....6.7.....9.....4..7...8.14..816.42.........98.....25...18......4.7...6.1,expert,834125769162749853975836412759283146381694275246571398693412587518367924427958631,
7.56...8..9.....32..4.....72..49....9..362..5...7..............67.5894......478..,expert,735621984196874532824953617217495368948362175563718249489236751671589423352147896,
83..24.............4...57.3.5..382....279.8......4..7.5.......19......483.....5..,expert,837924156695173482241865793759638214462791835183542679574386921916257348328419567,
.....6...1...8....8.4...7...765..2....5.1.3.621.7..45.6...4.8...2....54...7...6..,expert,739256184162487935854193762976534218485912376213768459691345827328679541547821693,
6.89..3..2.1.6......72.1.......9.264..........4.6...8.8.....7.2...783.1...4.....9,expert,658974321291368547437251698315897264986432175742615983863149752529783416174526839,
.5.7..9.8...85..7.3.......1......6......7....683.9......2.17..99...8..1...6..28..,expert,254761938169853472378429561721348695495276183683195724842617359937584216516932847,
....64..2...2.3754.........5...9...7.27..6.3161.....45..2.......5.4....3....19...,expert,375964182196283754248157396534891267827546931619372845782635419951428673463719528,
...37..6..7.2.5...61.........5..74....95.........2.7.1.....21.3....9....9..7.62..,expert,594371862378265914612849537135687429729514386486923751867452193243198675951736248,
....6.4.1..4..869..16.9....249...7..8..43...2.7.....1....8......2...6.........36.,expert,982365471734218695516794283249581736861437952375629814657843129123976548498152367,
...3........6.9..12.8...3...63...4.7..4..7.8.72.......4.9.71.....6.3..19.........,expert,617358942345629871298714356863195427954267183721843695439571268586432719172986534,
..4...7....2..1..3...45...8.....5......84.1..38..1..762......6..4..63.2..1...7...,expert,194638752852791643736452918461375289927846135385219476273984561549163827618527394,
1...3.9.....6.5....348...2.61.....544..........8......2513.469.3....9..8.9.......,expert,162437985789625431534891726613972854425168379978543162251384697346759218897216543,
.....7......4...5.9...5........18.35.4.3....9..6...8..59...437..6.9.3.8...7.6....,expert,615237948283491657974856213729618435148325769356749821592184376461973582837562194,
6...1...821..795...75.6.1......36.7..9...16.2...9....3............28...5....93.67,expert,639512748218479536475368129152836974893741652746925813927654381361287495584193267,
.......2.1.8...9..9...7.........71..7.28...96..14.65..5.72...61..6......49.......,expert,364981725178652934925374618649527183752813496831496572587249361216735849493168257,
..7.32..6...9.64176...5.3...5.6.4...743...2......2.....7....5..1.......49.4....3.,expert,497132856532986417618457329251674983743819265869523741376241598125398674984765132,
3....86....973...2..4..........94..7...82.3....6........83..9.....61.2..6.1..2.43,expert,312458679569731482874269531235194867147826395986573124728345916493617258651982743,
.5..9..18...126.7..9....2......6.....4.7.2.......48.....1.8.9..68....1.25.....6..,expert,256497318834126579197853246718369425945712863362548791421685937683974152579231684,
.5...1.399.......41.6..2....7.43...1..4..52........9.6.1........2..53.....5.....7,expert,257841639983576124146392785672439851894615273531287946318764592729153468465928317,
......62..463.18...9.6..7..1.8.4....47...........7......2.....89....8..1.3...4.9.,expert,581497623746321859293685714128549367475136982369872145612953478954768231837214596,
8.2....739.......6......28..7...982.6...1..3939.28...........91....7....7..3.5...,expert,842156973937842516561793284174639825628517439395284167253468791486971352719325648,
......47...41..5.6..739..1..6.8...3...9.37..4...6.....79....8......6......3..57..,expert,981256473234178596657394218465812937819537624372649185796423851528761349143985762,
...58.....52.91..8.....6......628....46..9...38...5...6.....32.1......45.2.....89,expert,463587912752391468819246573975628134246139857381475296697854321138962745524713689,
7......252......17......6..1865..279.........9.....1.6837.29......83.....1...6...,expert,764318925298465317351972648186543279572691483943287156837129564625834791419756832,
..........7....1.321435.8..5.9.3.2.4..8.............7...27.5.18...4...........95.,expert,983271645675948123214356897569137284728594361431682579392765418856419732147823956,
49..2...7.1....84........62...17.....67.49....5.....19..........45.9...6..2...49.,expert,498625137216937845573814962829173654167549328354286719981462573745391286632758491,
3.......5..5178....7.........1.4..23.3.7.61..4......5.5...2.......6...3...64..28.,expert,318264975925178346674593812751849623832756194469312758583927461247681539196435287,
.4.....2816..........2..6...2...6....83.....77.4...13....6...7...94.3.......1.3.4,expert,345169728162387549897254613921736485683541297754892136438625971519473862276918354,
.36..9.8227.8...3.......7...5.....9...96.35..3.....4........96..9..8..74.6..4....,expert,536479182274851639918362745651724893489613527327598416742135968195286374863947251,
.2....5......4......7..83........8.6....72....78.....9.9.....3..46.37...3.246...7,expert,124793568583641792967528341235914876619872453478356219791285634846137925352469187,
.2..4.3.....3....7.....7.2......8..9..2.3...693..6..48...82.....6.45..8..9....6.4,expert,827641395159382467346597821674218539582934716931765248415826973763459182298173654,
4.7..5...31..76.4.6....8.5.8.1.3.4.6......9.1...6.........8..........8757....3...,expert,487325619315976248629418753891537426576842931243691587154789362932164875768253194,
.47.........7..6..2..39..4..8..19.....6..7.3....2...96..9...4...3....1276...4....,expert,847526319391784652265391748583619274926457831714238596159872463438965127672143985,
...9.....6893...1.....1..3..1..2.6.8......45......4...328.6.19..5......3.6..5.2..,expert,231975846689342517745816932413529678872631459596784321328467195154298763967153284,
.4.........8....39..9.5......24..1......3.8...3.7..49...31.....1.5.89..29..32..5.,expert,547913286618274539329856714752498163496531827831762495263145978175689342984327651,
.5........2...31......45.3...9......54..2..91........7.1.7.26......147.92.7.5...4,expert,953168472426973185781245936679531248548627391132489567814792653365814729297356814,
..3.2........369..5...........1..5..95....7.28.......63..85.1.9...3..6....5.718..,expert,713928465284536971569714238632187594951463782847295316376852149128349657495671823,
.12......69...53.7.....15.68..1..2.9........3.7.......9...8.....5....9...3.9.67.8,expert,512673894694825317387491526863147259129568473475239681946782135758314962231956748,
.78........6...2..4...3...16.........17......8.5.173.4...8.31.77...6...5...1.24..,expert,178624953356791248492538671643285719917346582825917364264853197731469825589172436,
6.7.....8...41...7..379..6.4..6.9..186.3.1.4.........63...84...1..............7.2,expert,647532198958416327213798564435629871869371245721845936372184659196257483584963712,
..4.5..8.1.8...46....8...19.9..17..4.72..5...6....2..7.2....8....6...94....1...7.,expert,934651782158729463267843519895317624372465198641982357429576831716238945583194276,
....7.6...12..6.94..5...72...9....6..6..1..57.3..6.1.....54......1......5....7..2,expert,943172685712856394685493721159784263264319857837265149326541978471928536598637412,
.8........6..3..4.......6...3.758..66.......89......3..739..5.....2..4..84..6.3.7,expert,785496213269137845314825679431758926627349158958612734173984562596273481842561397,
.8.6....1.....3......91.32....286..3....5..7.6.93....2....3.2....75.19....8....6.,expert,983625741261473859745918326174286593832159674659347182596834217427561938318792465,
..3..49.16.2..7.....82.9.........3.28..4..6.....7..48..7...68......3...6...8..2..,expert,753684921692317548418259763947568312821493657365721489279146835584932176136875294,
.3........752..3.9.2.36..1....15.9...4............476.1....7.52...5.2.......1..76,expert,931475628675281349428369517782156934546793281319824765194637852867542193253918476,
....3.6....1...9...8...15....8.......2..86...95...41....3.49.1....1..26....8.3..5,expert,295438671371625984684791532438912756127586349956374128563249817849157263712863495,
3....1.64.6..3.8..1.49....5.....613...9..2...631.8..2.4...9..........5...8.......,expert,378251964965437812124968375852746139749312658631589427417695283296873541583124796,
..1.8......25..7..47..1......374..9554...8...1.7.......2.9.....7.8....2.9.....5.1,expert,351687942892534716476219853283746195549128367167395284625971438718453629934862571,
4..3....23...62....9.....6..6.2..98......8..1......543..5.......231.4......9..8..,expert,486397152351862479792541368164235987539478621278619543915786234823154796647923815,
......13.53...2..7.....7.4.....24.6.....9...3......97.71.3.....264..1..5.5......6,expert,472659138531482697689137542395724861147896253826513974718365429264971385953248716,
8.......52..9..3......1..7.38..5.29.9......4..471.95...5.2..8.....87........34...,expert,813742965274965318569318472381457296925683741647129583756291834432876159198534627,
..5...7..8..3..9.....8.5...7.....4...89.2.5.3.3.4.8...3....4......65..9.....73..2,expert,965142738824367951173895624712539486489726513536418279397284165248651397651973842,
13.......6..7....9.54.62..1........2.............2475.52...1.6.4...9......6....47,expert,137849526682715439954362871743586192295137684861924753529471368478693215316258947,
...4659...9.3....72.....5.....82..5...8946........36.........7.4.75.9...8.5....6.,expert,371465982596382147284197536639821754758946213142753698923618475467539821815274369,
..84.........23....37..8..1.5.9...4.4....2..77.3...1.5.1..37.....4.........1.5...,expert,568419273149723856237568491652971348481352967793684125915237684374896512826145739,
92..6.....5....62.8........26.1..5..........97.1..92.......2.3.5.2.1.....3.8.6.9.,expert,924761358153498627876235941269183574345627819781549263618972435592314786437856192,
2.65......3...67....8..2...18..396....3..7...5.7...9..........2......8..9.5.6..7.,expert,216573498439186725758942316182439657693857241547621983861794532374215869925368174,
.7..14....9.........1...3.93...6..5.86......4...7.8.......7...3..9.8.17...4..3...,expert,673914528298635417451827369347269851862351794915748236186572943539486172724193685,
.7.3.8925....1.......2..8....58...3..1...2..894.7..2..1....54.7..........5.....81,expert,471368925289514673563297814725846139316952748948731256132685497894173562657429381,
1....857....5.7..6..6.....2....3.7........1..8759...6.2....5.8........2..9.6.....,expert,139268574482597316756143892641832759923756148875914263264375981317489625598621437,
1.....75.36..45...........8.....25...4..........7..21..32.6...4..1......87.....2.,expert,184629753367845192925137468718392546249516387653784219532961874491278635876453921,
.....873.8..6.3.9....59....7...69.....54.....39...1.....1.........9..5..5.3.4..6.,expert,659218734814673295237594186742869351185432679396751842961385427478926513523147968,
.6.......4.5..6.8....2.......38.57..7........9..67...2.2..8.6.73..7..4........89.,expert,162958374475136289839247156243895761756412938981673542524389617398761425617524893,
..8.3..2........54...5.6.7...7..2......3.8..64..67......5......6....74.592..8....,expert,518734629376829154249516873867942531192358746453671298785463912631297485924185367,
.4.9.7......4...2..6...5....8.5....4.197.........86.....1..8.69.9......7.786..45.,expert,145927638837461925962835741683592174519743286724186593451278369296354817378619452,
.6.47.19..541.8...19..26..........27......86....7..9.481........29...6.5.7......2,expert,268475193354198276197326458941683527735249861682751934813562749429837615576914382,
.1.....9....4.....3..1..7...649.......27..3......2.1.9.......75.756.4.1.9..3..6.4,expert,217835496659472831348169752164983527592741368783526149436218975875694213921357684,
.3..1...4.5...3.6.....4.12.8.1........3.....66....8.4..1..52.3.27...168..........,expert,932816574154273968786945123891364257543127896627598341418652739279431685365789412,
.7.5.......9..3..6.1........95.8.17......96....473.89...........5..6493...8.5...4,expert,876542319529173486413698257295486173387219645164735892941327568752864931638951724,
.15..946.......5.3..8.............8.48...67...7.....96.....5...7913.8.....3.6.8..,expert,315279468947681523628543971536792184489136752172854396864915237791328645253467819,
..2..51.88....9..7......93..1...8...37..........6.....6..1..5...5.79..21....3.67.,expert,792345168831269457564817932215978346376451289948623715627184593453796821189532674,
..8...9..9..1...56....792..2.......8.8.5.....617..2....9.3.1..7..6..5.1...52.....,expert,728653941943128756561479283254936178389517624617842395492381567836795412175264839,
5286.7........3..5......7..3..4.5.6..4.8....3.76......4.....276.......9..6...93.4,expert,528617439719243685634958712382495167145876923976132548493581276257364891861729354,
....62.7.............5.784...6...9.559....28....4.....3.72.....82.7.94..6...5....,expert,184362579735984621962517843476823915593671284218495367357246198821739456649158732,
.185.4....4...2....65....42.8..5...74...7.85....1..9.......7......9....8...8...71,expert,218534769743692185965781342389456217421379856576128934854217693137965428692843571,
.615.........8....3..42.1...5.1......8.37..1..2....56..32.178..51..346....8......,expert,861593274294781356375426198759162483486375912123948567932617845517834629648259731,
.1...4...9.7.....66...81....3..9.5....4..3.7....5.6...4..16.....734......5...79..,expert,315674298987352416642981735231798564564213879798546123429165387873429651156837942,
8.2...59..3.........5...4.3..9...31871..5...23.8......5.4.8.......3..1......7..85,expert,842637591931524876675918423459762318716853942328149657564281739287395164193476285,
.3.....5.9...8........6.7....3..6..27..5..49..2...85.......3.4..5.....79874....25,expert,238147956967385214415269738543976182786512493129438567692753841351824679874691325,
6..9...3..92..5.4..5..648...6..9..5.2.....3..94..57.......4.968...8.........29...,expert,614978532892135647357264819168392754275481396943657281521743968739816425486529173,
..1...8.64.....1......6...5........89.8...74.3....5...54.17...3.....491..7.68....,expert,791452836465398172283761495624917358958236741317845269542179683836524917179683524,
..........7..184.........3....72.5.4.64...2..2...64..36....7.8...1.3.6....2.41..7,expert,438276951975318426126459738819723564364185279257964813643597182791832645582641397,
.95..2...2......9..1.6..8.....35..68....76..3....2.1....756.....59....87.827....1,expert,795482316268135794413697825974351268821976543536824179147568932659213487382749651,
29..3.45.15...2..8....4...6..9.61...43.......8.2......3..8...4........21....16...,expert,296138457154672398783549216579261834431785962862394175315827649648953721927416583,
.9..6...2...78.....67..1..93..1...8.9...24...6.....3...4.9.......8...1...1.8.7.6.,expert,193465872452789631867231549324176985985324716671598324746913258538642197219857463,
5...9......7518..6.6...7....5.87....7.9.63...1......4..34....95....4...1.....68..,expert,513692487427518936968437152352874619749163528186925743634781295875249361291356874,
..6.5...2....82.46....1.9.7.2.......9.8......471......7......9..549.6..1...17..84,expert,146759832597382146283614957325867419968541723471293568712438695854926371639175284,
43...67.8........2....7.1..2.8..4....4.......7.6..1...6...1.2.4...5.2..3..56..8..,expert,431256798867193542592478136218964375943725681756831429689317254174582963325649817,
...4.12.5..3....4.....7.....45..76.27.1...4..32...9..16...............1....5329..,expert,879461235263958147154273869945317682781625493326849751637194528592786314418532976,
..1...78.4......35.7...3.2.7..41..5...5...1.4.....2.....9.74......1.5.4.....8....,expert,531249786428761935976853421793418652285637194614592873159374268867125349342986517,
..7.9.....43..7..6....265.4..9.63.4......47.....9.....3..7491.5..........9.5.16..,expert,657498312243157986981326574579863241836214759124975863368749125715632498492581637,
92....4...6.....8...7562......2......19..4.......9..7..8.4.......28.97.4.....7.58,expert,921378465365941287847562193576283941219754836438196572783415629652839714194627358,
......5....6....4..5341...87...6..35....4...1.1.58..7.34..........8....35.....9.7,expert,472938516186275349953416728724169835835742691619583274348697152297851463561324987,
.6..3.....1......2.........9...2.8...2891.6.4..7.84......24.17..82.7.......6.3.2.,expert,769832541813459762254761983941326857528917634637584219396248175482175396175693428,
..26......13..72......4......18.5...62.3....575........3.7...5.2..56..31.8...34.6,expert,492638517813957264567142398341875629628391745759426183136784952274569831985213476,
4....7....3.4........1.5..91.5........25......9......4.1.9..4.7.5.32..6..6..4.2.1,expert,489237615531469782627185349175694823842573196396812574218956437754321968963748251,
8..9..5.7...5..24......3..........3...27.8..69......2.7.43...9.29..5.4.......7...,expert,831924567679581243425673819547269138312748956968135724784312695293856471156497382,
42....3....92....6....8.4..2..6...7...68......8..1.....1......3..8.2.....3...97.4,expert,421765398879234156563981427254693871196847532387512649915478263748326915632159784,
3.7..5....9.3.........8....63.....9.......8..8.5..9.365..9.31..1....79...6..512.8,expert,387195642291346587456782319632578491719634825845219736578923164124867953963451278,
